Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,Signed Using,Guaranteed,Birthplace,HomeTown,HighSchool,College,Past Pro,Past Pro 2,Twitter_id,Twitter_username,Twitter_followers,Twitter_friends,birthPlace,birthPlace_url,weight,nationality,dob,college,weeki_comment,high_school,height
475,"Glen Rice","WAS","$400000","","","","","","","$400000","","","","","","","","","","","{Arkansas|Flint Michigan}","{http://dbpedia.org/resource/Arkansas|http://dbpedia.org/resource/Flint,_Michigan}",103421,"NULL","1967-05-28","Michigan Wolverines men's basketball","Glen Anthony Rice Sr. (born May 28 1967) is a retired American professional basketball player who played in the NBA. A 6'8 guard/forward Rice was a three-time NBA All-Star and made 1559 three-point field goals during his 15-year career. As a player Rice won an NCAA Men's Division I basketball championship and an NBA championship. Rice has won both the NBA All-Star Game MVP and the NCAA Basketball Tournament Most Outstanding Player awards.","NULL",2.032
461,"Glenn Robinson","MIN","$507336","","","","","","Minimum Salary","$250000","","","","","","","","","","","{Gary Indiana|Indiana}","{http://dbpedia.org/resource/Gary,_Indiana|http://dbpedia.org/resource/Indiana}",108864,"NULL","1973-01-10","Purdue Boilermakers men's basketball","Glenn Alann Robinson Jr. (born January 10 1973) is an American former professional basketball player. He played in the NBA from 1994 to 2005 for the Milwaukee Bucks the Atlanta Hawks the Philadelphia 76ers and the San Antonio Spurs. Robinson attended Purdue University was the first overall pick in the 1994 NBA Draft and is the father of Glenn Robinson III who currently plays college basketball at the University of Michigan.","Theodore Roosevelt High School (Gary)",2.0066
27,"Gordon Hayward","UTA","$14746000","$15409570","$16073140","$16736710","","","Bird Rights","$46228710","","","","","","","","gordonhayward","95575 followers ","","{Indianapolis|Indiana High School Athletic Association}","{http://dbpedia.org/resource/Indianapolis|http://dbpedia.org/resource/Indiana_High_School_Athletic_Association}",99792,"NULL","1990-03-23","Butler Bulldogs men's basketball","Gordon Daniel Hayward (born March 23 1990) is an American professional basketball player who currently plays for the Utah Jazz of the National Basketball Association (NBA). He played college basketball at Butler University in Indianapolis for two seasons before leaving for the NBA. Hayward emerged as a superstar in his sophomore (second) year leading his team to a runner-up finish in the 2010 NCAA Tournament. He was selected by the Utah Jazz with the ninth overall pick in the 2010 NBA Draft.","NULL",2.032
330,"Gorgui Dieng","MIN","$1413480","$1474440","$2348783","","","","1st Round Pick","$2887920","","","","","","","","GorguiDieng","34533 followers ","","Kébémer Department","http://dbpedia.org/resource/K%C3%A9b%C3%A9mer_Department",107957,"NULL","1990-01-18","Louisville Cardinals men's basketball","Gorgui Dieng (pronounced GOR-gee Jeng born January 18 1990) is a Senegalese professional basketball player. Gorgui means the old one (might have been named after either his maternal or paternal grand father) in his native language Wolof.","NULL",2.1082
443,"Grant Jerrett","OKC","$816481","$947276","$1015696","$1087745","","","Non Bird Rights","$1763757","","","","","","","","","","","Costa Mesa California","http://dbpedia.org/resource/Costa_Mesa,_California",105235,"NULL","1993-07-08","Arizona Wildcats men's basketball","Grant Jerrett (born July 8 1993) is an American professional basketball player who currently plays for the Oklahoma City Thunder of the NBA. He played college basketball at the University of Arizona.","Lutheran High School (La Verne California)",2.0828
134,"Greg Monroe","DET","$5479934","","","","","","","$5479934","","","","","","","","M10OSE","27192 followers ","","Harvey Louisiana","http://dbpedia.org/resource/Harvey,_Louisiana",113400,"NULL","1990-06-04","Georgetown Hoyas men's basketball","Gregory Keith Monroe Jr. (born June 4 1990) is an American professional basketball player who currently plays for the Detroit Pistons of the National Basketball Association (NBA). He was drafted by the Pistons in the 2010 NBA Draft with the 7th overall pick. In his freshman season at Georgetown University he was named Big East Rookie of the Year.","NULL",2.1082
378,"Greg Stiemsma","TOR","$981084","","","","","","Minimum Salary","$25000","","","","","","","","gregstiemsma","13191 followers ","","Randolph Wisconsin","http://dbpedia.org/resource/Randolph,_Wisconsin",117936,"NULL","1985-09-26","Wisconsin Badgers men's basketball","Gregory Greg Stiemsma (/stiːˈmsmʌ/ born September 26 1985) is an American professional basketball player who last played for the New Orleans Pelicans of the National Basketball Association (NBA). Stiemsma is listed at 6 ft 11 in (2.11 m) and 260 lbs. (117.9 kg). Stiemsma played his high school basketball for Randolph High School in Randolph Wisconsin.","Randolph High School (Wisconsin)",2.1082
223,"Harrison Barnes","GSW","$3049920","$3873398","","","","","1st Round Pick","$6923318","","","","","","","","hbarnes","233749 followers ","","Ames Iowa","http://dbpedia.org/resource/Ames,_Iowa",95256,"NULL","1992-05-30","North Carolina Tar Heels men's basketball","Harrison Bryce Jordan Barnes (born May 30 1992) is an American professional basketball small forward with the Golden State Warriors of the National Basketball Association (NBA). He played two seasons at North Carolina and was one of the top-rated basketball players in the recruiting class of 2010.","Ames High School",2.032
445,"Hassan Whiteside","MIA","$769881","","","","","","Minimum Salary","$769881","","","","","","","","youngwhiteside","42145 followers ","","Gastonia North Carolina","http://dbpedia.org/resource/Gastonia,_North_Carolina",117936,"NULL","1989-06-13","Marshall Thundering Herd men's basketball","Hassan Niam Whiteside (born June 13 1989) is an American professional basketball player. He was drafted 33rd by the Sacramento Kings in the 2010 NBA Draft. He played college basketball for the Marshall Thundering Herd.","{Lenoir North Carolina|The Patterson School}",2.1336
397,"Henry Sims","PHI","$915243","","","","","","Minimum Salary","","","","","","","","","","","","Baltimore","http://dbpedia.org/resource/Baltimore",112493,"NULL","1990-03-27","Georgetown Hoyas men's basketball","Henry Sims (born March 27 1990) is an American professional basketball player who currently plays for the Philadelphia 76ers of the National Basketball Association (NBA). He played college basketball at Georgetown University.","NULL",2.0828
428,"Hollis Thompson","PHI","$816482","$947276","$1015696","","","","Cap Space","","","","","","","","","","","","{California|Los Angeles}","{http://dbpedia.org/resource/California|http://dbpedia.org/resource/Los_Angeles}",93441.60000000001,"NULL","1991-04-03","Georgetown Hoyas men's basketball","Keith Hollis Thompson II (born April 3 1991) is an American professional basketball player who currently plays for the Philadelphia 76ers of the National Basketball Association (NBA). He played college basketball at Georgetown University.","NULL",2.032
179,"Ian Mahinmi","IND","$4000000","$4000000","","","","","Early Bird Rights","$8000000","","","","","","","","ianmahinmi","33213 followers ","","{Rouen|France}","{http://dbpedia.org/resource/Rouen|http://dbpedia.org/resource/France}",113400,"NULL","1986-11-05","NULL","Ian Mahinmi (born November 5 1986) is a French professional basketball player who currently plays for the Indiana Pacers of the NBA. At 6'11 and 230 lbs he plays the center position. He was drafted with the 28th overall pick in the 2005 NBA Draft by the San Antonio Spurs.","NULL",2.1082
249,"Iman Shumpert","CLE","$2616975","","","","","","1st Round Pick","$2616975","","","","","","","","I_Am_Iman","285473 followers ","","{Illinois|Oak Park Illinois}","{http://dbpedia.org/resource/Illinois|http://dbpedia.org/resource/Oak_Park,_Illinois}",99792,"NULL","1990-06-26","Georgia Tech Yellow Jackets men's basketball","Iman Asante Shumpert (born June 26 1990) is an American professional basketball player who currently plays for the New York Knicks of the National Basketball Association (NBA). He was selected by the Knicks with the 17th pick in the 2011 NBA Draft.","NULL",1.9558
435,"Isaiah Canaan","HOU","$816482","$947276","","","","","Cap Space","$1574303","","","","","","","","","","","{Mississippi|Biloxi Mississippi|Biloxi High School}","{http://dbpedia.org/resource/Mississippi|http://dbpedia.org/resource/Biloxi,_Mississippi|http://dbpedia.org/resource/Biloxi_High_School}",85276.8,"NULL","1991-05-21","Murray State Racers men's basketball","Isaiah Canaan (born May 211991) is an American professional basketball player who currently plays for the Houston Rockets of the National Basketball Association (NBA). He was an All-American college player at Murray State University.","NULL",1.8288
379,"Ish Smith","OKC","$981084","","","","","","Minimum Salary","","","","","","","","","","","","Charlotte North Carolina","http://dbpedia.org/resource/Charlotte,_North_Carolina",79380,"NULL","1988-07-05","Wake Forest Demon Deacons men's basketball","Ishmael Larry Ish Smith (born July 5 1988) is an American professional basketball player. He played college basketball at Wake Forest finishing second in all-time assists in school history and then went undrafted in the 2010 NBA Draft but was later signed by the Houston Rockets and eventually made it through the season until the trade deadline when he was traded to the Memphis Grizzlies. After the 2011 NBA lockout ended he was waived by Memphis and claimed by the Golden State Warriors.","NULL",1.8288
385,"Ish Smith","HOU","$981084","","","","","","","$981084","","","","","","","","","","","Charlotte North Carolina","http://dbpedia.org/resource/Charlotte,_North_Carolina",79380,"NULL","1988-07-05","Wake Forest Demon Deacons men's basketball","Ishmael Larry Ish Smith (born July 5 1988) is an American professional basketball player. He played college basketball at Wake Forest finishing second in all-time assists in school history and then went undrafted in the 2010 NBA Draft but was later signed by the Houston Rockets and eventually made it through the season until the trade deadline when he was traded to the Memphis Grizzlies. After the 2011 NBA lockout ended he was waived by Memphis and claimed by the Golden State Warriors.","NULL",1.8288
155,"Jabari Parker","MIL","$4930560","$5152440","$5374320","$6782392","","","1st Round Pick","$10083000","","","","","","","","","","","{Chicago|Illinois}","{http://dbpedia.org/resource/Chicago|http://dbpedia.org/resource/Illinois}",106596,"NULL","1995-03-15","Duke Blue Devils men's basketball","Jabari Ali Parker (born March 15 1995) is an American college basketball player for Duke University. Parker was a standout high school athlete helping his team win four straight state championships for Simeon Career Academy and was named the National High School Player of the Year by Gatorade and McDonald's. In his freshman year at Duke in 2013-2014 he was named a Consensus First-Team All-American and the USBWA National Freshman of the Year.","NULL",2.032
504,"Jack Cooley","UTA","$65000","","","","","","","$65000","","","","","","","","","","","Evanston Illinois","http://dbpedia.org/resource/Evanston,_Illinois",111586,"NULL","1991-04-04","Notre Dame Fighting Irish men's basketball","Jack Cooley (born April 4 1991) is an American professional basketball player. He currently plays for the Turkish team Trabzonspor Basketball.","NULL",2.0574
505,"Jack Cooley","UTA","$65000","","","","","","","$65000","","","","","","","","","","","Evanston Illinois","http://dbpedia.org/resource/Evanston,_Illinois",111586,"NULL","1991-04-04","Notre Dame Fighting Irish men's basketball","Jack Cooley (born April 4 1991) is an American professional basketball player. He currently plays for the Turkish team Trabzonspor Basketball.","NULL",2.0574
